First;Last;Nickname;Ht.;Wt.;Reach;Stance;W;L;D;Foot;Inches;Height_cm;Weight.Lbs;Weight.Kg
Levi;Avera;;"6' 1""";170 lbs.;--;;18;15;0;6.0;1.0;185.42000000000002;170.0;77.11064
Anthony;Avila;;"5' 7""";145 lbs.;--;;13;5;0;5.0;7.0;170.18;145.0;65.77083999999999
Chris;Avila;;"5' 10""";145 lbs.;--;Orthodox;5;4;0;5.0;10.0;177.8;145.0;65.77083999999999
Julia;Avila;Raging Panda;"5' 7""";135 lbs.;"68.0""";Orthodox;9;4;0;5.0;7.0;170.18;135.0;61.23492
Saad;Awad;Assassin;"5' 11""";155 lbs.;--;;20;9;0;5.0;11.0;180.34;155.0;70.30676
Javy;Ayala;Eye Candy;"6' 1""";265 lbs.;--;;10;5;0;6.0;1.0;185.42000000000002;265.0;120.20188
Jessin;Ayari;;"6' 0""";155 lbs.;"73.0""";Orthodox;16;6;0;6.0;0.0;182.88;155.0;70.30676
Abu;Azaitar;Captain Morocco;"5' 9""";185 lbs.;"76.0""";Orthodox;14;4;1;5.0;9.0;175.26;185.0;83.91452
Ottman;Azaitar;Bulldozer;"5' 8""";155 lbs.;"71.0""";Switch;13;3;0;5.0;8.0;172.72;155.0;70.30676
Luiz;Azeredo;;"5' 9""";154 lbs.;--;Orthodox;15;10;0;5.0;9.0;175.26;154.0;69.853168
Luciano;Azevedo;;"6' 3""";161 lbs.;--;Orthodox;17;9;1;6.0;3.0;190.5;161.0;73.028312
Hunter;Azure;;"5' 8""";145 lbs.;"69.0""";Orthodox;9;2;0;5.0;8.0;172.72;145.0;65.77083999999999
Niklas;Backstrom;;"6' 1""";145 lbs.;--;Orthodox;11;3;0;6.0;1.0;185.42000000000002;145.0;65.77083999999999
Seth;Baczynski;The Polish Pistola;"6' 3""";170 lbs.;"75.0""";Orthodox;20;14;0;6.0;3.0;190.5;170.0;77.11064
Abdul Azeem;Badakhshi;The Afghan Lion;--;145 lbs.;--;;13;3;0;;;;145.0;65.77083999999999
Ryan;Bader;Darth;"6' 2""";205 lbs.;"74.0""";Orthodox;23;5;0;6.0;2.0;187.96;205.0;92.98636
Izabela;Badurek;;"5' 5""";115 lbs.;--;Orthodox;6;3;0;5.0;5.0;165.1;115.0;52.16308
Miguel;Baeza;Caramel Thunder;"6' 2""";170 lbs.;"74.0""";Orthodox;10;4;0;6.0;2.0;187.96;170.0;77.11064
Ali;Bagautinov;Puncher;"5' 4""";125 lbs.;"65.0""";Orthodox;15;6;0;5.0;4.0;162.56;125.0;56.699
Mehdi;Baghdad;The Sultan;"6' 1""";155 lbs.;--;Orthodox;11;5;0;6.0;1.0;185.42000000000002;155.0;70.30676
Melsik;Baghdasaryan;The Gun;"5' 9""";145 lbs.;"70.0""";Southpaw;8;3;0;5.0;9.0;175.26;145.0;65.77083999999999
Siyar;Bahadurzada;The Great;"5' 11""";170 lbs.;"73.0""";Orthodox;24;8;1;5.0;11.0;180.34;170.0;77.11064
Ignacio;Bahamondes;La Jaula;"6' 3""";155 lbs.;"75.0""";Orthodox;17;6;0;6.0;3.0;190.5;155.0;70.30676
Bahatebole;Batebolati;Lion King;"5' 8""";170 lbs.;"71.0""";Southpaw;10;1;1;5.0;8.0;172.72;170.0;77.11064
Shamar;Bailey;;"5' 9""";155 lbs.;"75.0""";Southpaw;16;11;0;5.0;9.0;175.26;155.0;70.30676
Jordan;Bailey;;"5' 9""";145 lbs.;--;;6;3;0;5.0;9.0;175.26;145.0;65.77083999999999
Scott;Baker;;"6' 0""";210 lbs.;--;;1;1;0;6.0;0.0;182.88;210.0;95.25431999999999
Bryan;Baker;The Beast;"6' 3""";185 lbs.;--;Orthodox;18;5;0;6.0;3.0;190.5;185.0;83.91452
Jin;Bala;;"5' 9""";155 lbs.;--;;23;3;0;5.0;9.0;175.26;155.0;70.30676
;Balajin;The Snow Leopard;"5' 9""";145 lbs.;"72.0""";Orthodox;23;4;0;5.0;9.0;175.26;145.0;65.77083999999999
Oluwale;Bamgbose;Holy War Angel;"5' 11""";185 lbs.;"78.0""";Switch;6;4;0;5.0;11.0;180.34;185.0;83.91452
Stephen;Banaszak;;"6' 0""";145 lbs.;--;;5;5;0;6.0;0.0;182.88;145.0;65.77083999999999
Marcin;Bandel;Bomba;"5' 10""";155 lbs.;--;Orthodox;15;7;0;5.0;10.0;177.8;155.0;70.30676
Humberto;Bandenay;;"5' 11""";145 lbs.;"71.0""";Southpaw;14;7;0;5.0;11.0;180.34;145.0;65.77083999999999
Tae Hyun;Bang;Supernatural;"5' 9""";155 lbs.;"71.0""";Switch;18;10;0;5.0;9.0;175.26;155.0;70.30676
Yohan;Banks;;--;--;--;;2;1;0;;;;;
Shauna;Bannon;Mama B;"5' 5""";115 lbs.;"65.0""";Switch;7;2;0;5.0;5.0;165.1;115.0;52.16308
Antonio;Banuelos;;"5' 5""";135 lbs.;"63.0""";Orthodox;20;11;1;5.0;5.0;165.1;135.0;61.23492
Iwo;Baraniewski;Rudy;"6' 0""";205 lbs.;"73.0""";Orthodox;7;0;0;6.0;0.0;182.88;205.0;92.98636
Renan;Barao;The Baron;"5' 6""";145 lbs.;"70.0""";Orthodox;34;9;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Junior;Barata;;"5' 10""";170 lbs.;--;Orthodox;9;3;1;5.0;10.0;177.8;170.0;77.11064
Maycee;Barber;The Future;"5' 5""";125 lbs.;"65.0""";Switch;15;2;0;5.0;5.0;165.1;125.0;56.699
Bryan;Barberena;Bam Bam;"6' 0""";185 lbs.;"72.0""";Southpaw;18;12;0;6.0;0.0;182.88;185.0;83.91452
Djani;Barbir;;"6' 3""";185 lbs.;"79.0""";Orthodox;7;1;0;6.0;3.0;190.5;185.0;83.91452
Dione;Barbosa;The Witch;"5' 6""";125 lbs.;"66.0""";Orthodox;8;4;0;5.0;6.0;167.64000000000001;125.0;56.699
Marcio;Barbosa;Ticoto;"5' 6""";145 lbs.;"70.0""";Orthodox;17;2;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Edson;Barboza;Junior;"5' 11""";155 lbs.;"75.0""";Orthodox;24;14;0;5.0;11.0;180.34;155.0;70.30676
Raoni;Barcelos;;"5' 7""";135 lbs.;"67.0""";Orthodox;21;5;0;5.0;7.0;170.18;135.0;61.23492
Daniel;Barez;;"5' 6""";125 lbs.;"66.0""";Orthodox;17;7;0;5.0;6.0;167.64000000000001;125.0;56.699
Danny;Barlow;LeftHand2God;"6' 2""";185 lbs.;"79.0""";Southpaw;9;2;0;6.0;2.0;187.96;185.0;83.91452
Luke;Barnatt;The Bigslow;"6' 6""";185 lbs.;"77.0""";Orthodox;13;4;0;6.0;6.0;198.12;185.0;83.91452
James;Barnes;Mooka;"5' 8""";135 lbs.;"71.0""";Orthodox;14;5;0;5.0;8.0;172.72;135.0;61.23492
Nick;Barnes;;"5' 11""";170 lbs.;--;;11;2;0;5.0;11.0;180.34;170.0;77.11064
Shonte;Barnes;Shyne;"5' 11""";185 lbs.;"76.0""";Southpaw;6;2;1;5.0;11.0;180.34;185.0;83.91452
Josh;Barnett;The Warmaster;"6' 3""";250 lbs.;"78.0""";Orthodox;35;8;0;6.0;3.0;190.5;250.0;113.398
Chris;Barnett;Beastboy;"5' 9""";261 lbs.;"75.0""";Orthodox;23;10;0;5.0;9.0;175.26;261.0;118.387512
Chris;Barnhizer;;--;--;--;;2;3;0;;;;;
David;Baron;;"5' 6""";155 lbs.;--;Switch;17;4;1;5.0;6.0;167.64000000000001;155.0;70.30676
Phil;Baroni;The New York Bad Ass;"5' 9""";170 lbs.;"72.0""";Orthodox;15;18;0;5.0;9.0;175.26;170.0;77.11064
Dan;Barrera;The Fireman;"5' 9""";170 lbs.;--;Orthodox;3;1;0;5.0;9.0;175.26;170.0;77.11064
Carlos;Barreto;;"6' 4""";230 lbs.;--;Orthodox;14;9;0;6.0;4.0;193.04;230.0;104.32616
Jose;Barreto;;--;185 lbs.;--;Southpaw;0;1;0;;;;185.0;83.91452
Peter;Barrett;Slippery;"5' 10""";145 lbs.;"73.0""";Southpaw;11;5;0;5.0;10.0;177.8;145.0;65.77083999999999
Marc-Andre;Barriault;Powerbar;"6' 1""";185 lbs.;"74.0""";Orthodox;17;11;0;6.0;1.0;185.42000000000002;185.0;83.91452
David;Barrios;;"5' 6""";145 lbs.;--;;4;8;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Alexandre;Barros;Baixinho;"5' 9""";170 lbs.;--;Southpaw;22;11;0;5.0;9.0;175.26;170.0;77.11064
Ricardo;Barros;;"6' 1""";205 lbs.;--;;2;2;0;6.0;1.0;185.42000000000002;205.0;92.98636
Francimar;Barroso;Bodao;"6' 1""";205 lbs.;"75.0""";Orthodox;19;7;0;6.0;1.0;185.42000000000002;205.0;92.98636
Pat;Barry;HD;"5' 11""";235 lbs.;"74.0""";Orthodox;8;7;0;5.0;11.0;180.34;235.0;106.59412
Dean;Barry;The Sniper;"5' 10""";170 lbs.;"72.0""";Orthodox;4;2;0;5.0;10.0;177.8;170.0;77.11064
Enrique;Barzola;El Fuerte;"5' 7""";145 lbs.;"70.0""";Orthodox;17;5;2;5.0;7.0;170.18;145.0;65.77083999999999
Javid;Basharat;The Snow Leopard;"5' 9""";135 lbs.;"69.0""";Orthodox;15;2;0;5.0;9.0;175.26;135.0;61.23492
Farid;Basharat;Ferocious;"5' 8""";135 lbs.;"71.0""";Orthodox;15;0;0;5.0;8.0;172.72;135.0;61.23492
Austin;Bashi;;"5' 6""";145 lbs.;"70.0""";Orthodox;14;1;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Stephen;Bass;Bigfish;"5' 9""";145 lbs.;--;Orthodox;11;2;0;5.0;9.0;175.26;145.0;65.77083999999999
Sean;Bassett;;--;155 lbs.;--;;0;4;0;;;;155.0;70.30676
Ryan;Bastianelli;Relentless;"5' 5""";135 lbs.;--;;6;7;0;5.0;5.0;165.1;135.0;61.23492
Shayna;Baszler;The Queen of Spades;"5' 7""";135 lbs.;--;Orthodox;15;11;0;5.0;7.0;170.18;135.0;61.23492
Namsrai;Batbayar;Steppe Warrior;"5' 4""";125 lbs.;"68.0""";Orthodox;9;1;0;5.0;4.0;162.56;125.0;56.699
Michel;Batista;;"6' 3""";260 lbs.;--;Orthodox;4;1;0;6.0;3.0;190.5;260.0;117.93392
Bryan;Battle;The Butcher;"6' 1""";185 lbs.;"77.0""";Orthodox;13;2;0;6.0;1.0;185.42000000000002;185.0;83.91452
Alan;Baudot;The Black Samourai;"6' 3""";243 lbs.;"79.0""";Orthodox;8;3;0;6.0;3.0;190.5;243.0;110.222856
Mario;Bautista;;"5' 9""";135 lbs.;"69.0""";Switch;17;3;0;5.0;9.0;175.26;135.0;61.23492
Chris;Beal;Real Deal;"5' 7""";125 lbs.;"69.0""";Orthodox;10;5;0;5.0;7.0;170.18;125.0;56.699
Donovan;Beard;The Highlight Reel;"6' 2""";185 lbs.;"78.0""";Orthodox;7;2;0;6.0;2.0;187.96;185.0;83.91452
Rudy;Bears;;"5' 11""";170 lbs.;--;Southpaw;16;15;0;5.0;11.0;180.34;170.0;77.11064
Salvador;Becerra;;"5' 9""";155 lbs.;--;;5;2;0;5.0;9.0;175.26;155.0;70.30676
Ariel;Beck;;"5' 6""";125 lbs.;"66.0""";Southpaw;4;5;0;5.0;6.0;167.64000000000001;125.0;56.699
Jack;Becker;;"5' 10""";155 lbs.;"71.0""";Orthodox;13;6;0;5.0;10.0;177.8;155.0;70.30676
Jeff;Bedard;Little Popeye;"5' 6""";145 lbs.;--;Orthodox;13;3;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Eric;Bedard;Lucky Strikes;"6' 2""";239 lbs.;--;;6;7;0;6.0;2.0;187.96;239.0;108.408488
Johnny;Bedford;Brutal;"5' 10""";135 lbs.;"71.0""";Orthodox;21;13;1;5.0;10.0;177.8;135.0;61.23492
Rolando;Bedoya;The Machine;"5' 11""";155 lbs.;"74.0""";Orthodox;14;5;0;5.0;11.0;180.34;155.0;70.30676
Chase;Beebe;;"5' 7""";135 lbs.;"67.0""";Orthodox;24;13;1;5.0;7.0;170.18;135.0;61.23492
Lyle;Beerbohm;Fancy Pants;"5' 10""";155 lbs.;--;Southpaw;24;3;0;5.0;10.0;177.8;155.0;70.30676
Allan;Begosso;Mini;"5' 5""";135 lbs.;"66.0""";Orthodox;7;2;1;5.0;5.0;165.1;135.0;61.23492
Azamat;Bekoev;Iron;"6' 0""";185 lbs.;"72.0""";Orthodox;20;4;0;6.0;0.0;182.88;185.0;83.91452
Mirsad;Bektic;;"5' 8""";145 lbs.;"70.0""";Orthodox;13;4;0;5.0;8.0;172.72;145.0;65.77083999999999
Diana;Belbita;The Warrior Princess;"5' 7""";125 lbs.;"68.0""";Orthodox;15;10;0;5.0;7.0;170.18;125.0;56.699
Alan;Belcher;The Talent;"6' 2""";185 lbs.;"75.0""";Orthodox;18;8;0;6.0;2.0;187.96;185.0;83.91452
Vitor;Belfort;The Phenom;"6' 0""";185 lbs.;"74.0""";Southpaw;26;14;0;6.0;0.0;182.88;185.0;83.91452
Yousri;Belgaroui;;"6' 6""";185 lbs.;"79.0""";Orthodox;9;3;0;6.0;6.0;198.12;185.0;83.91452
Rodolfo;Bellato;Trator;"6' 3""";205 lbs.;"75.0""";Orthodox;12;3;1;6.0;3.0;190.5;205.0;92.98636
Danilo;Belluardo;Caterpillar;"6' 0""";155 lbs.;"74.0""";Southpaw;12;5;0;6.0;0.0;182.88;155.0;70.30676
Joey;Beltran;The Mexicutioner;"6' 1""";185 lbs.;"75.0""";Orthodox;17;14;0;6.0;1.0;185.42000000000002;185.0;83.91452
Marco;Beltran;Psycho;"5' 8""";125 lbs.;"69.0""";Orthodox;8;6;0;5.0;8.0;172.72;125.0;56.699
Joseph;Benavidez;;"5' 4""";125 lbs.;"65.0""";Southpaw;28;8;0;5.0;4.0;162.56;125.0;56.699
Mike;Bencic;Batman;"6' 0""";215 lbs.;--;Orthodox;1;2;0;6.0;0.0;182.88;215.0;97.52228
Dave;Beneteau;Dangerous;"6' 2""";250 lbs.;--;Orthodox;6;5;1;6.0;2.0;187.96;250.0;113.398
Karla;Benitez;;"5' 3""";113 lbs.;--;;14;11;1;5.0;3.0;160.02;113.0;51.255896
Gabriel;Benitez;Moggly;"5' 8""";155 lbs.;"71.0""";Southpaw;23;13;0;5.0;8.0;172.72;155.0;70.30676
Charles;Bennett;Krazy Horse;"5' 8""";155 lbs.;--;Orthodox;30;33;2;5.0;8.0;172.72;155.0;70.30676
Josh;Bennett;;"6' 4""";259 lbs.;--;Orthodox;11;14;0;6.0;4.0;193.04;259.0;117.480328
DeAnna;Bennett;The Argentine Assassin;"5' 4""";125 lbs.;"68.0""";Orthodox;8;3;1;5.0;4.0;162.56;125.0;56.699
Benjamin;Bennett;Mr. Alaska;"6' 0""";170 lbs.;"73.0""";Switch;7;1;0;6.0;0.0;182.88;170.0;77.11064
Lance;Benoist;;"5' 11""";170 lbs.;"72.0""";Southpaw;7;2;0;5.0;11.0;180.34;170.0;77.11064
Joe;Benoit;;"5' 9""";170 lbs.;--;Orthodox;11;4;0;5.0;9.0;175.26;170.0;77.11064
Ryan;Benoit;Baby Face;"5' 5""";125 lbs.;"68.0""";Orthodox;10;8;0;5.0;5.0;165.1;125.0;56.699
Pat;Benson;;"5' 9""";155 lbs.;--;;3;5;3;5.0;9.0;175.26;155.0;70.30676
Len;Bentley;;"5' 9""";155 lbs.;--;;10;6;0;5.0;9.0;175.26;155.0;70.30676
Steve;Berger;The Red Nosed Pitbull;"5' 11""";170 lbs.;--;Orthodox;21;23;2;5.0;11.0;180.34;170.0;77.11064
Kenneth;Bergh;;"6' 2""";205 lbs.;"74.0""";Orthodox;8;0;0;6.0;2.0;187.96;205.0;92.98636
Bret;Bergmark;The Angry Hick;"5' 9""";170 lbs.;--;;6;1;1;5.0;9.0;175.26;170.0;77.11064
Keith;Berish;Sha Bang Bang;"6' 0""";205 lbs.;--;Orthodox;5;1;0;6.0;0.0;182.88;205.0;92.98636
Dennis;Bermudez;The Menace;"5' 6""";155 lbs.;"66.0""";Orthodox;17;9;0;5.0;6.0;167.64000000000001;155.0;70.30676
Manny;Bermudez;The Bermudez Triangle;"5' 10""";145 lbs.;"71.0""";Orthodox;14;2;0;5.0;10.0;177.8;145.0;65.77083999999999
Talita;Bernardo;;"5' 4""";135 lbs.;"68.0""";Orthodox;6;4;0;5.0;4.0;162.56;135.0;61.23492
Dave;Berry;;--;--;--;;0;1;0;;;;;
Keith;Berry;;"6' 1""";185 lbs.;--;;15;14;1;6.0;1.0;185.42000000000002;185.0;83.91452
Dieusel;Berto;;"5' 9""";200 lbs.;--;;0;3;0;5.0;9.0;175.26;200.0;90.7184
Edson;Berto;Little Tiger;"5' 6""";155 lbs.;--;Orthodox;17;12;1;5.0;6.0;167.64000000000001;155.0;70.30676
Allen;Berube;Monstah Lobstah;"5' 8""";155 lbs.;--;Orthodox;4;3;0;5.0;8.0;172.72;155.0;70.30676
Anton;Berzin;The Body Snatcher;"6' 2""";205 lbs.;--;Orthodox;5;1;0;6.0;2.0;187.96;205.0;92.98636
Scott;Bessac;;"6' 4""";245 lbs.;--;;4;6;0;6.0;4.0;193.04;245.0;111.13004
Matt;Bessette;The Mangler;"5' 10""";145 lbs.;"70.0""";Orthodox;22;9;0;5.0;10.0;177.8;145.0;65.77083999999999
Khadzhi;Bestaev;Best;"6' 6""";185 lbs.;"76.0""";;10;4;0;6.0;6.0;198.12;185.0;83.91452
Fernando;Bettega;;--;170 lbs.;--;;7;5;0;;;;170.0;77.11064
Arjan;Bhullar;;"6' 1""";245 lbs.;"75.0""";Orthodox;9;1;0;6.0;1.0;185.42000000000002;245.0;111.13004
KB;Bhullar;The Bengal;"6' 4""";185 lbs.;"78.0""";Switch;8;2;0;6.0;4.0;193.04;185.0;83.91452
Bibulatov;Magomed;Chaborz;"5' 5""";125 lbs.;"65.0""";Orthodox;14;2;0;5.0;5.0;165.1;125.0;56.699
David;Bielkheden;;"5' 10""";155 lbs.;"71.0""";Orthodox;24;12;0;5.0;10.0;177.8;155.0;70.30676
Blake;Bilder;El Animal;"5' 8""";145 lbs.;"68.0""";Switch;8;2;1;5.0;8.0;172.72;145.0;65.77083999999999
Jonas;Bilharinho;;"5' 11""";145 lbs.;"75.0""";Switch;9;1;1;5.0;11.0;180.34;145.0;65.77083999999999
Jeremiah;Billington;;"5' 9""";205 lbs.;--;Orthodox;11;2;0;5.0;9.0;175.26;205.0;92.98636
Scott;Bills;;"5' 10""";170 lbs.;--;;7;9;1;5.0;10.0;177.8;170.0;77.11064
Anthony;Birchak;El Toro;"5' 8""";135 lbs.;"69.0""";Orthodox;16;8;0;5.0;8.0;172.72;135.0;61.23492
Chris;Birchler;The Big Buck;"6' 3""";205 lbs.;--;Switch;7;4;0;6.0;3.0;190.5;205.0;92.98636
Angad;Bisht;;"5' 7""";125 lbs.;"67.0""";Orthodox;10;3;0;5.0;7.0;170.18;125.0;56.699
Michael;Bisping;The Count;"6' 1""";185 lbs.;"75.0""";Orthodox;30;9;0;6.0;1.0;185.42000000000002;185.0;83.91452
Amaury;Bitetti;;"5' 9""";185 lbs.;--;Orthodox;5;2;0;5.0;9.0;175.26;185.0;83.91452
Caio;Bittencourt;Leao;"6' 0""";185 lbs.;"75.0""";Orthodox;14;7;0;6.0;0.0;182.88;185.0;83.91452
Davi;Bittencourt;The Black;"5' 5""";135 lbs.;"65.0""";Orthodox;14;4;0;5.0;5.0;165.1;135.0;61.23492
Simon;Biyong;;--;205 lbs.;--;;7;1;0;;;;205.0;92.98636
Jan;Blachowicz;;"6' 2""";205 lbs.;"78.0""";Orthodox;29;11;2;6.0;2.0;187.96;205.0;92.98636
Jason;Black;The Black Legion;"5' 8""";155 lbs.;--;Orthodox;23;4;1;5.0;8.0;172.72;155.0;70.30676
Brad;Blackburn;Bad Brad;"5' 10""";170 lbs.;"73.0""";Orthodox;18;13;1;5.0;10.0;177.8;170.0;77.11064
Jason;Blackford;;--;--;--;;3;3;0;;;;;
Tom;Blackledge;;--;205 lbs.;--;Orthodox;10;7;0;;;;205.0;92.98636
Sherrard;Blackledge;The Thriller;"5' 11""";155 lbs.;"75.0""";Orthodox;5;1;0;5.0;11.0;180.34;155.0;70.30676
Da'Mon;Blackshear;The Monster;"5' 10""";135 lbs.;"72.0""";Switch;17;8;1;5.0;10.0;177.8;135.0;61.23492
Chasen;Blair;Mestizo;"5' 10""";155 lbs.;"71.0""";Orthodox;7;4;0;5.0;10.0;177.8;155.0;70.30676
Erin;Blanchfield;Cold Blooded;"5' 4""";125 lbs.;"66.0""";Orthodox;14;2;0;5.0;4.0;162.56;125.0;56.699
Maximo;Blanco;Maxi;"5' 8""";145 lbs.;"71.0""";Orthodox;12;8;1;5.0;8.0;172.72;145.0;65.77083999999999
David;Blanco;;"5' 7""";145 lbs.;--;;2;0;0;5.0;7.0;170.18;145.0;65.77083999999999
Curtis;Blaydes;Razor;"6' 4""";265 lbs.;"80.0""";Orthodox;19;5;0;6.0;4.0;193.04;265.0;120.20188
Tereza;Bleda;;"5' 9""";125 lbs.;"71.0""";Orthodox;7;2;0;5.0;9.0;175.26;125.0;56.699
Arlene;Blencowe;Angerfist;"5' 5""";145 lbs.;--;;9;6;0;5.0;5.0;165.1;145.0;65.77083999999999
Byron;Bloodworth;;"5' 8""";135 lbs.;--;Orthodox;6;3;0;5.0;8.0;172.72;135.0;61.23492
Dashawn;Boatwright;Buck, the 400-pound Silverback;"6' 0""";205 lbs.;--;Orthodox;3;1;0;6.0;0.0;182.88;205.0;92.98636
Dan;Bobish;;"6' 2""";345 lbs.;--;Southpaw;17;9;0;6.0;2.0;187.96;345.0;156.48924
Mark;Bocek;;"5' 8""";155 lbs.;"75.0""";Orthodox;12;5;0;5.0;8.0;172.72;155.0;70.30676
Kyle;Bochniak;Killer B;"5' 7""";145 lbs.;"70.0""";Orthodox;8;5;0;5.0;7.0;170.18;145.0;65.77083999999999
James;Bochnovic;;"6' 4""";205 lbs.;"81.0""";Orthodox;8;3;0;6.0;4.0;193.04;205.0;92.98636
Jeremy;Boczulak;;--;--;--;;0;2;0;;;;;
Tim;Boetsch;The Barbarian;"6' 0""";185 lbs.;"74.0""";Orthodox;21;13;0;6.0;0.0;182.88;185.0;83.91452
Galore;Bofando;;"5' 11""";170 lbs.;"72.0""";Switch;5;3;0;5.0;11.0;180.34;170.0;77.11064
Jay;Bogan;;--;145 lbs.;--;;6;6;0;;;;145.0;65.77083999999999
Roman;Bogatov;;"5' 8""";155 lbs.;"73.0""";Orthodox;10;1;0;5.0;8.0;172.72;155.0;70.30676
Derek;Bohi;Marshmallow;"6' 4""";260 lbs.;--;;8;5;0;6.0;4.0;193.04;260.0;117.93392
Jerry;Bohlander;;"5' 11""";199 lbs.;--;Orthodox;11;4;0;5.0;11.0;180.34;199.0;90.264808
Mandy;Bohm;Monster;"5' 7""";125 lbs.;"71.0""";Orthodox;8;2;0;5.0;7.0;170.18;125.0;56.699
Kotetsu;Boku;;"5' 9""";154 lbs.;--;Orthodox;25;11;2;5.0;9.0;175.26;154.0;69.853168
Gaston;Bolanos;The Dreamkiller;"5' 7""";145 lbs.;"69.0""";Orthodox;8;5;0;5.0;7.0;170.18;145.0;65.77083999999999
Kyle;Bolt;;"6' 2""";185 lbs.;--;;8;4;0;6.0;2.0;187.96;185.0;83.91452
Denys;Bondar;Psycho;"5' 6""";125 lbs.;"69.0""";Orthodox;14;5;0;5.0;6.0;167.64000000000001;125.0;56.699
Luc;Bondole;;"6' 2""";205 lbs.;--;;5;2;2;6.0;2.0;187.96;205.0;92.98636
Tony;Bonello;The Gun;"6' 2""";185 lbs.;--;;16;3;1;6.0;2.0;187.96;185.0;83.91452
Gabriel;Bonfim;Marretinha;"6' 1""";170 lbs.;"72.0""";Orthodox;19;1;0;6.0;1.0;185.42000000000002;170.0;77.11064
Ismael;Bonfim;Marreta;"5' 8""";155 lbs.;"71.0""";Orthodox;20;6;0;5.0;8.0;172.72;155.0;70.30676
Jesse;Bongfeldt;Water;"6' 0""";185 lbs.;--;Orthodox;16;5;1;6.0;0.0;182.88;185.0;83.91452
Marcos;Bonilla;Murder Marx;"5' 10""";145 lbs.;--;;4;4;0;5.0;10.0;177.8;145.0;65.77083999999999
Stephan;Bonnar;The American Psycho;"6' 4""";205 lbs.;"79.0""";Orthodox;15;9;0;6.0;4.0;193.04;205.0;92.98636
Rogerio;Bontorin;;"5' 5""";125 lbs.;"67.0""";Orthodox;16;4;0;5.0;5.0;165.1;125.0;56.699
Ray;Borg;The Tazmexican Devil;"5' 4""";135 lbs.;"63.0""";Orthodox;13;5;0;5.0;4.0;162.56;135.0;61.23492
Igor;Borisov;;"6' 0""";235 lbs.;--;Orthodox;1;1;0;6.0;0.0;182.88;235.0;106.59412
Kevin;Borjas;El Gallo Negro;"5' 5""";125 lbs.;"68.0""";Orthodox;10;4;0;5.0;5.0;165.1;125.0;56.699
Calen;Born;;"5' 8""";170 lbs.;"72.0""";Switch;7;1;0;5.0;8.0;172.72;170.0;77.11064
Caio;Borralho;The Natural;"6' 1""";185 lbs.;"75.0""";Southpaw;17;2;0;6.0;1.0;185.42000000000002;185.0;83.91452
Zachary;Borrego;The Dragon;"6' 2""";185 lbs.;"78.0""";Switch;3;1;0;6.0;2.0;187.96;185.0;83.91452
Viacheslav;Borshchev;Slava Claus;"5' 11""";155 lbs.;"69.0""";Orthodox;8;7;1;5.0;11.0;180.34;155.0;70.30676
Tanner;Boser;The Bulldozer;"6' 2""";205 lbs.;"75.0""";Orthodox;21;10;1;6.0;2.0;187.96;205.0;92.98636
Steve;Bosse;The Boss;"5' 11""";205 lbs.;"72.0""";Orthodox;12;2;0;5.0;11.0;180.34;205.0;92.98636
Marcus;Bossett;The Grasshopper;"6' 1""";215 lbs.;--;Orthodox;1;3;0;6.0;1.0;185.42000000000002;215.0;97.52228
Chris;Bostick;;--;--;--;;6;3;0;;;;;
Poliana;Botelho;;"5' 8""";125 lbs.;"67.0""";Orthodox;8;5;0;5.0;8.0;172.72;125.0;56.699
Francois;Botha;White Buffalo;"6' 2""";260 lbs.;--;Orthodox;0;1;0;6.0;2.0;187.96;260.0;117.93392
Ilian;Bouafia;The Gorilla;"6' 5""";185 lbs.;"78.0""";Southpaw;7;0;0;6.0;5.0;195.58;185.0;83.91452
Gregory;Bouchelaghem;;"6' 2""";183 lbs.;--;Switch;5;4;0;6.0;2.0;187.96;183.0;83.007336
Roy;Boughton;Black Dynamite;"6' 0""";205 lbs.;--;;14;8;0;6.0;0.0;182.88;205.0;92.98636
Rich;Bouphanouvong;;"5' 7""";170 lbs.;--;;1;4;0;5.0;7.0;170.18;170.0;77.11064
Mike;Bourke;The Rhino;"6' 0""";275 lbs.;--;Orthodox;10;16;1;6.0;0.0;182.88;275.0;124.7378
Jess;Bouscal;;--;155 lbs.;--;;3;2;0;;;;155.0;70.30676
Tai;Bowden;;"5' 11""";230 lbs.;--;;1;1;0;5.0;11.0;180.34;230.0;104.32616
Melton;Bowen;The Punisher;"6' 0""";225 lbs.;--;Orthodox;0;1;0;6.0;0.0;182.88;225.0;102.0582
Kyron;Bowen;Bullseye;"6' 3""";185 lbs.;"73.0""";Orthodox;9;5;0;6.0;3.0;190.5;185.0;83.91452
Brian;Bowles;;"5' 7""";135 lbs.;"70.0""";Orthodox;10;3;0;5.0;7.0;170.18;135.0;61.23492
Roger;Bowling;Relentless;"5' 9""";155 lbs.;"68.0""";Orthodox;12;6;0;5.0;9.0;175.26;155.0;70.30676
Blake;Bowman;;"6' 2""";170 lbs.;--;;2;6;0;6.0;2.0;187.96;170.0;77.11064
